Topic,Count,Name,Representation,Representative_Docs,sentiment_neutral,sentiment_pos,sentiment_neg,representative_text_indexes,topic_color
9,64,9_ret_renewableenergytoken_samamotahari4_coingraphnews,"['ret', 'renewableenergytoken', 'samamotahari4', 'coingraphnews', 'game', 'best', 'crypto', 'project', 'asrabashi34159', 'energies']","['@samamotahari4 @CoingraphNews Ret have surprise\r\nEvery day\r\nRet game in google play now\r\nWar of Energies\r\n$Ret\r\n#Renewable_Energy_Token', '@samamotahari4 @CoingraphNews Ret have surprise\r\nEvery day\r\nRet game in google play now\r\nWar of Energies.. \r\n$Ret\r\n#Renewable_Energy_Token', '@samamotahari4 @CoingraphNews Ret have surprise\r\nEvery day\r\nRet game in google play now\r\nWar of Energies. \r\n$Ret\r\n#Renewable_Energy_Token']",0.68134375,0.27396875,0.044609375,"[1090, 1100, 1101]","(105, 113, 158)"
10,60,10_apple_life_headset_tech,"['apple', 'life', 'headset', 'tech', 'battery', 'pro', 'vision', 'it', '3500', 'hours']","[""Attention, tech enthusiasts and investors! Suppose you have $3,500 to spare. How will you spend it?\r\n\r\n🥽Apple's Vision Pro, a groundbreaking wonder of technology with just 2 hours of battery life, OR...\r\n\r\n📈 20 Apple shares, poised to soar to new heights?\r\n\r\nFor those who crave the… https://t.co/FiAE0mqTOm https://t.co/4NlZv5Y2Bp"", ""You wanna know what's game changing about Apple's new VR headset? You can see out of it so you can see me pointing and laughing at you for spending $3,500, and only getting two hours of battery life on tech that's been around for years now."", 'Apple unveils #AR/#VR Vision Pro headset, revolutionizing spatial computing 🚀😎 Critics question $3,499 price &amp; 2-hour battery life. Tech game-changer or niche? #Apple\r\nhttps://t.co/eK09xCjJl6']",0.7647333333333334,0.17553333333333335,0.0598,"[1066, 2287, 3422]","(74, 210, 125)"
11,57,11_kenya_transport_africa_emobility,"['kenya', 'transport', 'africa', 'emobility', 'the', 'sustainable', 'mobility', 'of', 'in', 'president']","['RT @MaimunahSharif: Delighted to commence the 2nd day of #UNHA2 with a bike ride accompanied by the esteemed First Lady of Kenya. Promoting…', 'Delighted to commence the 2nd day of #UNHA2 with a bike ride accompanied by the esteemed First Lady of Kenya. Promoting sustainable mobility,  we embark on a journey to champion inclusive and healthy cities for all. Together, let’s pedal towards a brighter urban future!\r\n\r\n#SDG11 https://t.co/K2AG44aNNA', 'I was honored to meet with Mr. Ababu Namwamba, Cabinet secretary of Youth Affairs, Sports and the Arts. Your dedication to healthy and sustainable mobility is an inspiration to all. Together, we can promote robust and inclusive communities in Kenya and beyond. \r\n\r\n#UNHA2 #SDG11 https://t.co/FkL40V2VvT']",0.7739298245614035,0.20394736842105263,0.022122807017543863,"[443, 449, 717]","(47, 179, 91)"
12,48,12_storage_energy_batteries_longduration,"['storage', 'energy', 'batteries', 'longduration', 'battery', 'eose', 'rt', 'project', 'power', 'energystorage']","['RT @BryanKeIIy: Exponential rise to $1.8B in energy storage  technology investment true long-duration storage now closer to market  reality…', 'RT @mfame_guru: Exponential rise to $1.8B in energy storage technology investment true long-duration storage now closer to market reality,…', 'Exponential rise to $1.8B in energy storage technology investment true long-duration storage now closer to market reality, says Cleantech Group, according to a Ajot news source.\r\nThe sweet spot\r\n\r\nOver 10 developers of energy storage technologies are\r\n\r\nhttps://t.co/UFD14bwiDh']",0.7918124999999999,0.18918749999999998,0.01897916666666667,"[1627, 2008, 2537]","(42, 63, 142)"
13,47,13_display_ram_camera_samsung,"['display', 'ram', 'camera', 'samsung', 'battery', 'gen', 'fhd', 'amoled', 'life', 'laptop']","['Samsung Galaxy Z Flip5 5G\r\n\r\n✓ Main: 6.7"" FHD+ AMOLED, 120Hz\r\n✓ Outer: 3.4"" HD AMOLED\r\n✓ Qualcomm Snapdragon 8 Gen 2 SoC\r\n✓ 8GB RAM\r\n✓ 128/256GB storage\r\n✓ 12MP + 12MP main camera\r\n✓ Android 13, OneUI 5.1\r\n✓ 3,700mAh battery, 25W charging\r\n\r\n#Samsung #GalaxyZFlip5', 'vivo X Fold2 is here!\r\n\r\n* 8.03"" foldable AMOLED display\r\n* Snapdragon 8 Gen 2 chip\r\n* 12GB RAM\r\n* 4800mAh battery\r\n* 50MP triple rear camera\r\n* 16MP front camera\r\n\r\n#vivoXFold2 #vivo #foldablephone #Android\r\nhttps://t.co/T1r4PRGuZj', 'Samsung Galaxy F54 5G specs.\r\nDisplay-6.7inch FullHD+ Super Amoled plus(120Hz refresh rate)\r\nProcessor-Exynos 1380(5nm)\r\nCamera-108(OIS)+8MP+2MP\r\nFront Camera-32MP\r\nBattery-6000mah\r\n(Support 25watt charger)\r\nRAM-8GB(LPDDR4x)\r\nStorage-256GB(UFS2.2)\r\n10 5G Bands\r\n4+5 years update https://t.co/EqeEj7q7JR']",0.8708936170212767,0.11627659574468084,0.012851063829787233,"[2302, 3388, 3412]","(80, 237, 116)"
14,46,14_electricboats_plugboats_boat_emobility,"['electricboats', 'plugboats', 'boat', 'emobility', 'electric', 'marine', 'hydrofoiling', 'voltari', 'catamaran', 'candela']","['RT @Plugboats: New EB EINS ultralight electric boat weighs only 89 kilograms https://t.co/shpSdFt4Mv #electricboats #emobility', 'RT @Plugboats: Electric boats show big at 6th hydrofoiling awards https://t.co/IDfv0alxER #electricboats #emobility', 'RT @Plugboats: WaVeS #8: Electric boat news and updates https://t.co/zUyBSGBg81 #electricboats #emobility']",0.8973260869565217,0.09078260869565218,0.011891304347826087,"[1408, 2048, 2050]","(48, 240, 57)"
15,46,15_point_charge_him_he,"['point', 'charge', 'him', 'he', 'trump', 'guilty', 'them', 'you', 'shes', 'at']","['Ames was more of a clown who was always going to get caught, but Hanssen was incredibly smart and I think he did a lot of his spying just to prove to himself he could get away with it.\r\n\r\nAt one point the FBI put him in charge of finding himself. The whole story is like that.', ""@JeremyLshow @EdKrassen If Biden broke the law, cool lock him up too.  Question for you though.  Can you point to potential charge Trump is facing just for having the documents?\r\n\r\nFrom what I gather they are charging him for trying to purposely retain and hide them after the govm't tried to get them back"", ""@RadioFreeTom Please don't tell us you believe him! Trump probably convinced him to run saying he'd support him if he'd pardon him. But then again that's what he's saying to all of them. Even more to the point Manafort probably still in charge of Pence-puppet. None of them tell the truth. https://t.co/6igUsLgpVW""]",0.7517608695652175,0.0912608695652174,0.157,"[2012, 2700, 2774]","(217, 0, 17)"
16,40,16_rt_jackthelad1947_arikring_wernerkeil,"['rt', 'jackthelad1947', 'arikring', 'wernerkeil', 'charluv2011', 'muln', 'sethleitman', 'risepdx', 'debraruh', 'saleemulhuq']","['RT @arikring: @RisePDX @Jackthelad1947 @seth_leitman @debraruh @charluv2011 @TimGuinee @wernerkeil @SaleemulHuq @stracma @JeremyMallin @rad…', 'RT @arikring: @RisePDX @Jackthelad1947 @seth_leitman @debraruh @wernerkeil @SaleemulHuq @JeremyMallin @raduede @Tecgale @MarianSmedley @kir…', ""@GlennWhite1 @AnnieOldenough @HankMullaney @plimothoutwest @TexasKelGirl @JayVanOrman @AllanKirkhart @Sportsmomma2020 @Natizzy21 @donwill94062871 @Cara_TXZEAL @Kirkralphb @wmahoney5 @Tinybutfierce1 @HaroldWren11 @Media__Ferret @olystubbies44 @is_contagious @DonnaArchibal12 @mrsrdc1 @politicalwilli @salty_dawg69 @jellen805 @Conserve2MAGA @kirk_bridgers @HeddyNajjar @GeekRadpart3 @whackamolio @ds_abp @ModBond1 @ElaineSoCalGov @TheRand2025 @CadleSam @BrokenEg0 @scmom13 @Pimpernell13 @ljcljf @UniverseAtLarge @_mzishi_ @FeelFroggyLeap @ByronFackenthal @BigRfaze @birockinn @Debbie22210 @Pepe__J @denise_snively @sethjlevy @wakeywakey16 If they take out Joe early then Kamala gets to be in charge. The only credible choice who'd could possibly be a worst president at this point.""]",0.8393750000000001,0.11027499999999998,0.05034999999999999,"[83, 122, 2772]","(25, 184, 94)"
17,37,17_fire_lithium_ion_battery,"['fire', 'lithium', 'ion', 'battery', 'batteries', 'safety', 'lithiumion', 'fdny', 'caused', 'alarm']","[""@IAFC_SHS 🔋Lithium Battery Safety 101 @MontgomeryCoMD amount &amp; use of Lithium Ion batteries is growing much faster than most people's knowledge of their fire safety. Here's your ‘one-minute’ read. #DYK @mcfrs has responded to several recent fires/explosions associated w/ batteries \U0001faab https://t.co/j6il9LFVH5"", ""Several photos from Medford's 3 alarm fire this morning. The fire was caused by an E-Bike lithium ion battery fire on the 3rd floor. Companies from Malden, Somerville, Chelsea, Everett, Revere, and Arlington responded mutual aid to the fire to assist. More photos on my website. https://t.co/zBbIToIYNY"", ""RT @911Videography: Several photos from Medford's 3 alarm fire this morning. The fire was caused by an E-Bike lithium ion battery fire on t…""]",0.749,0.07132432432432431,0.17962162162162162,"[1724, 2346, 3520]","(232, 35, 30)"
18,35,18_atkinson_rowan_guardian_piece,"['atkinson', 'rowan', 'guardian', 'piece', 'electric', 'article', 'his', 'vehicles', 'duped', 'drsimevans']","['RT @guardian: Fact check: why Rowan Atkinson is wrong about electric vehicles https://t.co/adRgxxFr6w', 'A brilliant article by the equally brilliant Rowan Atkinson on why electric is not currently the way forward…….. I love electric vehicles – and was an early adopter. But increasingly I feel duped | Rowan Atkinson https://t.co/kARmMEpJVH', 'RT @Gill_Nowell: Fact check: why Rowan Atkinson is wrong about #ElectricVehicles\r\n- \u2066@guardian\u2069 \r\n\r\nExcellent piece by \u2066@DrSimEvans\u2069 \u2066@CarbonB…']",0.7889142857142857,0.09465714285714284,0.11648571428571429,"[147, 257, 3731]","(217, 4, 15)"
19,28,19_scssoftware_bestcommunityever_mantg3tgx_fullelectric,"['scssoftware', 'bestcommunityever', 'mantg3tgx', 'fullelectric', 'ets2', 'mantruckandbus', 'michelinfanpack', 'ridesonmichelin', 'mohskinner', 'justforfun']","['RT @JrgenMa70152075: @SCSsoftware\r\n@MANtruckandbus\r\n@MohSkinner\r\n@siyann_stuff\r\n#MANTG3TGX\r\n#ETS2\r\n#BestCommunityEver\r\n#emobility\r\n#Fullelectric \r\n#…', 'RT @JrgenMa70152075: @SCSsoftware\r\n@MANtruckandbus\r\n@MohSkinner\r\n@siyann_stuff\r\n#MANTG3TGX\r\n#ETS2\r\n#BestCommunityEver\r\n#emobility\r\n#Fullelectric \r\n@…', 'RT @JrgenMa70152075: @SCSsoftware\r\n@MANtruckandbus\r\n#MANTG3TGX\r\n@MohSkinner\r\n@siyann_stuff\r\n#ETS2\r\n#BestCommunityEver\r\n#emobility\r\n#Fullelectric \r\n#…']",0.8704285714285714,0.12342857142857143,0.006142857142857143,"[1399, 1418, 2038]","(27, 124, 183)"
20,26,20_china_sales_chinese_chain,"['china', 'sales', 'chinese', 'chain', 'supply', 'car', 'chinas', 'auto', 'wsj', 'rt']","['$TSLA is using its Chinese supply chain to spin up Mexican supply chain. \r\n\r\nAnd then tap the North American EV credits. \r\n\r\nSuch a power play.', 'RT @Goldfiinger77: $TSLA is using its Chinese supply chain to spin up Mexican supply chain. \r\n\r\nAnd then tap the North American EV credits.…', 'RT @PriapusIQ: 🇨🇳🚗 China passenger car sales rise 7.3% in May on incentives, new models.  \r\n\r\nSales of new energy vehicles (NEVs), which incl…']",0.8585384615384615,0.09946153846153846,0.042,"[1229, 1920, 2125]","(16, 125, 225)"
21,24,21_hydrogen_green_greenhydrogen_energy,"['hydrogen', 'green', 'greenhydrogen', 'energy', 'semiconductor', 'technology', 'strategy', 'national', 'produce', 'industry']","['BBC World Service - The Inquiry takes a look at Green Hydrogen’s viability as a sustainable solution to energy storage…Will hydrogen solve our energy needs? #greenhydrogen #decarbonizeeverything  https://t.co/fA2XanPAUX', 'RT @elogicalstech: Greenzo Energy is gearing up to revolutionise the energy industry with its green hydrogen technology. #GreenHydrogen #Re…', 'RT @ENERGY: Reducing the cost of clean hydrogen is 1 of 3 key strategies in our National Clean Hydrogen Strategy and Roadmap. 🛣 \r\n\r\nDOE Natio…']",0.8094583333333333,0.1758333333333333,0.01475,"[408, 2394, 2522]","(23, 219, 135)"
22,23,22_last_batteries_years_battery,"['last', 'batteries', 'years', 'battery', 'ev', 'range', '10', 'or', 'recycle', 'winter']","['Typically EVs have batteries that last 10 to 20 years, but there are ways to make your battery last a little longer. Try these methods to keep your battery healthy longer.\r\n#Sustainability #Livegreen #Sustainable #EV #Electricvehicle #Greenliving #Electric\r\nhttps://t.co/stairAOBlk https://t.co/Y70TwF5krT', '@BreitbartNews Wait till your doing that at night, in the winter, with the heat and lights on. \r\nHard pass on EV, the battery tech is just NOT there yet. \r\nPERHAPS in 10-20 years, but not now.', 'RT @Earth911: Typically EVs have batteries that last 10 to 20 years, but there are ways to make your battery last a little longer. Try thes…']",0.8862608695652174,0.06191304347826087,0.05178260869565217,"[1700, 1942, 2210]","(54, 229, 154)"
23,21,23_projects_storage_maharashtra_pumped,"['projects', 'storage', 'maharashtra', 'pumped', 'gw', 'nhpc', 'torrent', 'rs', 'mou', 'cr']","['RT @aparanjape: Torrent Power to invest Rs 27,000 cr to build Pumped Storage Hydro projects in #Maharashtra\r\n\r\nThree sites near #Pune - Karja…', 'RT @SwarajyaMag: 💡 NHPC and Maharashtra govt sign MoU for pumped storage and renewable projects \r\n\r\n🔋 4 pumped storage projects totalling 7,3…', 'RT @maheshklandge: Torrent Power to invest Rs 27,000 Cr to build Pumped Storage Hydro projects near #Pune - Karjat (3 GW), Maval (1.2 GW),…']",0.8438571428571429,0.14547619047619048,0.010666666666666666,"[312, 708, 865]","(141, 110, 57)"
24,20,24_escooter_criminal_injuries_124,"['escooter', 'criminal', 'injuries', '124', 'convictions', 'trauma', 'stabbed', 'doctor', 'drugs', 'tarnaudit']","['RT @IrishTimes: Criminal with 124 previous convictions needed drugs when he stabbed doctor on e-scooter https://t.co/0P7OoEEuPE', 'RT @courtsnewsIRL: A criminal with 124 previous convictions knocked a doctor from his e-scooter in Dublin city centre and stabbed him seven…', 'Criminal with 124 previous convictions needed drugs when he stabbed doctor on e-scooter https://t.co/0P7OoEEuPE']",0.657,0.09459999999999999,0.24835,"[457, 1278, 1656]","(211, 8, 2)"
25,18,25_charger_liion_20v_battery,"['charger', 'liion', '20v', 'battery', 'lithium', 'product', 'ryobi', 'hart', '2a', 'kit']","['RT @EbikeMarket: 24V 2A Lithium Polymer Battery Charger (Li-Ion)\r\n\r\n💥Product Details\r\n\r\n• Variant: Barrel 5.5mm x 2.1\r\n• Product Type: Charger\r\n•…', 'Gerttilyon for Ryobi OP401 40 Volt Lithium Ion Battery Charger Replace for Ryobi OP40301 OP40401 OP40501 OP40601 OP4015 OP4026 OP4026A OP4030 OP4040 OP4050 Li-ion Battery &lt;Battery Not Included&gt;\r\nhttps://t.co/qmP58ZfV1C', 'Gerttilyon for Ryobi OP401 40 Volt Lithium Ion Battery Charger Replace for Ryobi OP40301 OP40401 OP40501 OP40601 OP4015 OP4026 OP4026A OP4030 OP4040 OP4050 Li-ion Battery &lt;Battery Not Included&gt;\r\nhttps://t.co/qmP58Zfnc4']",0.8942777777777778,0.08422222222222223,0.021555555555555557,"[1174, 3489, 3515]","(94, 63, 225)"
26,17,26_space_solar_power_microwave,"['space', 'solar', 'power', 'microwave', 'solarpower', 'beam', 'greentech', 'transmission', 'earth', '1973']","['9/10: As global energy needs grow, a solution like space-based solar power collection and transmission could be a massive step forward. It could operate 24/7 and beam power to remote or disaster-stricken areas. #GreenTech #SpaceEnergy', '4/10: ""We now know that it can survive the trip to space and operate there,” \r\n\r\nsays Ali Hajimiri, Space Solar Power Project co-director. Proving this capability is a huge step for the future of renewable energy. #GreenTech #SolarPower', '1/10: The team has achieved a first by successfully beaming solar power from space to Earth without a single wire. This is a huge leap in space-based power!\r\n\r\n 🛰️☀️ #SolarPower #SpaceTech']",0.8649411764705883,0.12170588235294118,0.013352941176470587,"[3542, 3643, 3647]","(39, 112, 93)"
27,17,27_potus_budget_bipartisan_470,"['potus', 'budget', 'bipartisan', '470', 'america', 'private', 'agreement', 'investments', 'whitehouse', 'manufacturing']","['RT @POTUS: Our historic investments in clean energy manufacturing – now protected under the bipartisan budget agreement – are helping us bu…', 'RT @WhiteHouse: Under @POTUS, private companies have announced over $470 billion in manufacturing and clean energy investments.\r\n\r\nAnd, we’ve…', 'RT @POTUS: Our bipartisan budget agreement protects our economic progress – including the $470 billion in private investment we’ve spurred…']",0.7008235294117647,0.2245294117647059,0.07458823529411765,"[18, 34, 36]","(71, 216, 97)"
28,16,28_trains_electric_train_propulsion,"['trains', 'electric', 'train', 'propulsion', 'class', 'salopianlyne', 'dieselelectric', 'bahn', '86', 'alternatives']","[""@TwosUpJ51 @UbisoftHelpPle1 @Clive_Bates @johnredwood So, no actual argument against new energy sources. You'll now be backing battery &amp; hydrogen buses &amp; lorries greener sources for electric trains then. And agreed, then what's needed is a model T Ford moment. Clean &amp; quiet streets. It's nice to embrace new experiences, isn't it! 👍"", '✏️ Top 2: “Analysis of hydrogen-powered propulsion system alternatives for diesel-electric regional trains""\r\n👇https://t.co/hxbbyZ9Gac', 'RT @Transport_ELS: ✏️ Top 2: “Analysis of hydrogen-powered propulsion system alternatives for diesel-electric regional trains""\r\n👇https://t.c…']",0.8999375000000001,0.07625,0.0238125,"[1919, 2110, 2951]","(79, 232, 179)"
29,15,29_vietnam_chinese_investments_firms,"['vietnam', 'chinese', 'investments', 'firms', 'consider', 'storage', 'hithium', 'sources', 'big', 'exclusive']","['RT @ChannelNewsAsia: Exclusive-Chinese energy storage, battery firms consider big investments in Vietnam -sources https://t.co/9Pcz2VaUbs h…', 'Exclusive: Chinese energy storage, battery firms consider big investments in #Vietnam -sources https://t.co/vrXwC8J1xu', 'Exclusive-Chinese energy storage, battery firms consider big investments in Vietnam -sources - https://t.co/lJr8ukhMqI']",0.8111333333333334,0.18566666666666667,0.0032,"[2526, 2527, 3709]","(48, 246, 89)"
30,15,30_pakistans_copper_pakistan_sector,"['pakistans', 'copper', 'pakistan', 'sector', 'demand', 'muhammad', 'glencore', 'mindset', 'contributor', 'coalitions']","['The biggest contributor to GHG emissions in Pakistan is the transport sector. We need to shift our mindset &amp; use public transport &amp; mass transit.\r\nRenewable energy projects need a pre requisite, which is a smart grid system. Mr @mustafa_h_sayed @PciPakChina \r\n#BeatPlasticPollution https://t.co/VFiNARwMi1', 'RT @pak_investor: #copper demand has 🚀🚀🚀\r\n\r\n▶️ #electricVehicle\r\n▶️ #solarpanels\r\n▶️ #windmills\r\n▶️ #powergrids\r\n\r\nCan #Pakistan capture this boom…', 'RT @SDPIPakistan: The biggest contributor to GHG emissions in Pakistan is the transport sector. We need to shift our mindset &amp; use public t…']",0.8023333333333333,0.1534,0.04446666666666667,"[905, 995, 2139]","(17, 145, 84)"
31,14,31_efficiency_energy_efficient_fuel,"['efficiency', 'energy', 'efficient', 'fuel', 'you', 'davetoke', 'primary', 'your', 'same', 'mw']","['@johnredwood The most efficient combustion engines available on the market today have a fuel efficiency of 40 percent. That means they can convert only 40 percent of the fuel energy into movement. All the rest is lost in heat and friction. Your point?', ""@DaveToke That's just how primary energy is defined. You can't calculate efficiency without knowing the thermal power rating. Solar and wind don't have stellar thermal efficiency either, but like nuclear it's not a big deal since you're not really burning fuel. https://t.co/VQe6Do53L3"", ""@DaveToke I guess since solar and wind aren't heat engines it would be turbine efficiency or solar efficiency or something. In any case, you can't calculate efficiency without knowing the primary energy! It's not a trick it's a necessary number to have.""]",0.5795714285714286,0.3668571428571429,0.053642857142857145,"[3041, 3626, 3627]","(72, 175, 76)"
